Date,strategy_name,y_actual_MLP,y_pred_MLP,y_actual_SGD,y_pred_SGD,y_actual_ABR,y_pred_ABR
2022-07-01,S_GBPUSD_S43_1_2620167_C2DD906B,0.0,-0.11725684311741183,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_1_3044982_98DCBCEA,0.0,-0.7483182429889348,0.0,-0.0644093643095073,0.0,0.0
2022-07-01,S_GBPUSD_S43_1_950079_781D7968,0.0,-0.3030551006037111,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_2_2540157_E8ED90A3,0.0,4.840229814627341,0.0,0.026741389392125718,0.0,0.0
2022-07-01,S_GBPUSD_S43_2_2904025_DD672B80,0.0,-0.675607610484144,0.0,0.024217828777201692,0.0,0.0
2022-07-01,S_GBPUSD_S43_2_667537_26810F2E,0.0,-0.04035564077370478,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_3_2447853_CDFA30F9,0.0,-0.4199834882048546,0.0,-0.003995375793432464,0.0,0.0
2022-07-01,S_GBPUSD_S43_3_882873_58F47051,0.0,-0.2847279105397404,0.0,-0.08469390605631724,0.0,0.0
2022-07-01,S_GBPUSD_S43_4_1314974_DA658E5F,0.0,0.07663035582822816,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_4_2441780_37DA97F5,0.0,0.08425777260739192,0.0,0.0,0.0,0.0
2022-07-01,S_GBPUSD_S43_4_49961_9510B871,0.0,0.18592607498026326,0.0,0.02222615530472441,0.0,0.0
2022-07-01,S_GBPUSD_S43_4_757760_36AEAD74,0.0,-0.04071176121510609,0.0,0.01688265915417502,0.0,0.0
2022-07-01,S_GBPUSD_S43_4_776264_A0262E5D,0.0,-0.10912220083034016,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S24_2_977031_FFF2B578,9.0,-0.11991945319847308,9.0,0.0,9.0,0.0
2022-08-01,L_EURUSD_S26_0_642381_17F8C609,0.0,-0.47003812570419806,0.0,0.19946311944315917,0.0,0.0
2022-08-01,L_EURUSD_S26_1_640342_4C128428,5.0,2.3272850412459842,5.0,4.967809267427506,5.0,2.0
2022-08-01,L_EURUSD_S26_3_153647_5E8BD1C5,0.0,0.37983105079355006,0.0,0.0029259393583161114,0.0,0.0
2022-08-01,L_EURUSD_S32_0_4743030_AA8ABD07,0.0,-0.731129560232757,0.0,0.04379644000734858,0.0,0.0
2022-08-01,L_EURUSD_S32_0_4752022_DC4F7115,0.0,-0.35097855227307767,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S32_1_2565713_BD746882,0.0,-0.27206529436071974,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S32_1_3402811_AB110671,0.0,-0.11658285309635884,0.0,0.0,0.0,0.0
2022-08-01,L_EURUSD_S32_1_5231180_29EAA6F4,0.0,-0.10712325632794577,0.0,0.0,0.0,0.0
